variant,attack,intensity,mean,q05,auc,eer,semantic_ratio,coordinate_ratio,tar_at_far5,tar_at_far1
Personalized,relation_delete,0.8,0.5955047607421875,0.47548828125000003,0.865691654265873,0.20399305555555555,0.28416648449332577,0.6991408307007169,0.125,0.09375
Personalized,relation_delete,1.0,0.5108642578125,0.42246093749999997,0.5823412698412699,0.4399801587301587,0.10432333206112482,0.6240324313823493,0.0,0.0
Personalized,semantic_relabel,0.1,0.7830657958984375,0.63857421875,0.9982328869047619,0.03125,1.0,1.0,0.84375,0.71875
Personalized,semantic_relabel,0.2,0.72003173828125,0.6080078125,0.9961325024801587,0.03125,1.0,1.0,0.578125,0.515625
Personalized,semantic_relabel,0.4,0.659088134765625,0.5355957031249999,0.9723384796626984,0.07849702380952381,1.0,1.0,0.34375,0.28125
Personalized,semantic_relabel,0.6,0.6215057373046875,0.512646484375,0.9397902715773809,0.12276785714285715,1.0,1.0,0.234375,0.171875
Personalized,semantic_relabel,0.8,0.596832275390625,0.494287109375,0.8849361359126984,0.1997767857142857,1.0,1.0,0.21875,0.15625
Personalized,spatial_crop,0.1,0.857421875,0.6501953125000001,0.9827473958333334,0.03125,0.8662131104953742,0.8760291053938052,0.890625,0.875
Personalized,spatial_crop,0.2,0.7671661376953125,0.520849609375,0.9776165674603174,0.07849702380952381,0.7483020882274379,0.7562618214454362,0.71875,0.671875
Personalized,spatial_crop,0.4,0.6953125,0.502294921875,0.9432004898313492,0.1419890873015873,0.628249458773541,0.6360402589422275,0.546875,0.421875
Personalized,spatial_crop,0.6,0.6139068603515625,0.454541015625,0.8618319072420635,0.18874007936507936,0.37946461693197847,0.3928530803880419,0.21875,0.125
Personalized,spatial_crop,0.8,0.5782470703125,0.43339843749999996,0.7833620101686508,0.26525297619047616,0.25745211516345107,0.27343028645661027,0.125,0.0625
Personalized,building_add,0.1,0.6007537841796875,0.468212890625,0.8120814732142857,0.27046130952380953,1.112753954620896,1.1092552110722274,0.1875,0.140625
Personalized,building_add,0.2,0.5313873291015625,0.43583984375,0.648193359375,0.3919890873015873,1.235146569154337,1.2428552629054674,0.0625,0.03125
Personalized,building_add,0.4,0.5150146484375,0.41787109375000003,0.5823025173611112,0.4554811507936508,1.3529594738454802,1.359155305628676,0.03125,0.015625
Personalized,building_add,0.6,0.5028533935546875,0.43017578125,0.5296805245535714,0.4554811507936508,1.602744880364446,1.6127284781324402,0.0,0.0
Personalized,building_add,0.8,0.50372314453125,0.4296875,0.5361250620039683,0.4321676587301587,1.7384664096254105,1.7416370629509252,0.0,0.0
Personalized,id_rename,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Personalized,object_reorder,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Personalized,coordinate_unit,0.001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Personalized,coordinate_unit,1000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Personalized,cityjson_roundtrip,1.0,0.6334686279296875,0.4451171875,0.7794983878968254,0.26525297619047616,2.9233608419256907,0.7519351372353013,0.421875,0.359375
DeepSets/no-edge,object_delete,0.05,0.9419403076171875,0.80810546875,0.9959929935515873,0.04402281746031746,0.9187426570873319,0.9308666451982709,0.9375,0.9375
DeepSets/no-edge,object_delete,0.1,0.9052886962890625,0.723779296875,0.9896298363095238,0.06498015873015872,0.8292929046268586,0.8503485500148056,0.828125,0.828125
DeepSets/no-edge,object_delete,0.2,0.835723876953125,0.6123046875000001,0.9435918898809523,0.09325396825396826,0.6451507697493791,0.6779489781015271,0.640625,0.640625
DeepSets/no-edge,object_delete,0.3,0.74468994140625,0.5240234375,0.8580341641865079,0.2152777777777778,0.4303238855331095,0.4689029969566691,0.1875,0.1875
DeepSets/no-edge,object_delete,0.4,0.71051025390625,0.513671875,0.8010331411210317,0.2785218253968254,0.31933665404631384,0.35295113061950534,0.125,0.109375
DeepSets/no-edge,object_delete,0.5,0.6782989501953125,0.497119140625,0.7451714409722222,0.29873511904761907,0.23832233894271973,0.27007997541883144,0.0625,0.046875
DeepSets/no-edge,object_delete,0.6,0.632354736328125,0.4693359375,0.6449652777777778,0.37648809523809523,0.16671210022937505,0.19886243869915815,0.03125,0.03125
DeepSets/no-edge,object_delete,0.7,0.59442138671875,0.4306640625,0.5282738095238095,0.48474702380952384,0.1068232767304201,0.12729001113146612,0.0,0.0
DeepSets/no-edge,object_delete,0.8,0.449737548828125,0.0,0.3468850756448413,0.5784970238095238,0.043130154965117365,0.060114025411386475,0.0,0.0
DeepSets/no-edge,building_delete,0.1,0.9057159423828125,0.6460937499999999,0.9649561321924603,0.07874503968253968,0.8736052582757571,0.8740789744577266,0.875,0.875
DeepSets/no-edge,building_delete,0.2,0.84136962890625,0.62529296875,0.9443398127480159,0.1402529761904762,0.7384664096254107,0.7416370629509254,0.65625,0.65625
DeepSets/no-edge,building_delete,0.4,0.7865447998046875,0.5712890625,0.9077574714781746,0.18774801587301587,0.6200193376820656,0.6248562708553731,0.4375,0.40625
DeepSets/no-edge,building_delete,0.6,0.68450927734375,0.4931640625,0.7367117745535714,0.32849702380952384,0.3715438538002049,0.3866924749646607,0.0625,0.046875
DeepSets/no-edge,building_delete,0.8,0.6225433349609375,0.473388671875,0.6052284846230159,0.42224702380952384,0.24020551922458416,0.24990009455644877,0.0,0.0
DeepSets/no-edge,surface_delete,0.1,0.9460906982421875,0.8798828125,0.9996124751984127,0.015500992063492064,0.913213684290898,0.9235543232796427,0.953125,0.953125
DeepSets/no-edge,surface_delete,0.2,0.914093017578125,0.81982421875,0.9984537760416666,0.028521825396825396,0.820156847567799,0.843683421799713,0.921875,0.90625
DeepSets/no-edge,surface_delete,0.4,0.8438262939453125,0.671240234375,0.9754735553075397,0.07874503968253968,0.6394001175014663,0.7053756212499798,0.640625,0.640625
DeepSets/no-edge,surface_delete,0.6,0.776641845703125,0.614404296875,0.9286605592757936,0.1402529761904762,0.4649232145596585,0.5630364854380938,0.296875,0.296875
DeepSets/no-edge,surface_delete,0.8,0.686920166015625,0.494189453125,0.7871287512400794,0.27628968253968256,0.28416648449332577,0.40911048200871836,0.03125,0.03125
DeepSets/no-edge,attribute_delete,0.1,0.9973297119140625,0.9931640625,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,attribute_delete,0.2,0.994781494140625,0.990234375,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,attribute_delete,0.4,0.9889678955078125,0.980908203125,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,attribute_delete,0.6,0.9809722900390625,0.96875,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,attribute_delete,0.8,0.9668731689453125,0.9483886718750001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,quantization,0.001,0.97589111328125,0.9583007812500001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,quantization,0.005,0.975860595703125,0.9609375,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,quantization,0.01,0.9730072021484375,0.9542480468750001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,quantization,0.02,0.965301513671875,0.9408691406249999,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,quantization,0.05,0.9384918212890625,0.895703125,0.9999922495039683,0.000248015873015873,1.0,1.0,1.0,1.0
DeepSets/no-edge,rotation_z,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,rotation_z,60.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,rotation_z,90.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,rotation_z,120.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,rotation_z,180.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_noise,0.0001,0.9742279052734375,0.9502441406250001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_noise,0.0005,0.97283935546875,0.9483886718750001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_noise,0.001,0.9705963134765625,0.9444824218750001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_noise,0.002,0.9656524658203125,0.9348632812500001,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_noise,0.005,0.9456329345703125,0.8972656250000001,0.999968998015873,0.000496031746031746,1.0,1.0,1.0,1.0
DeepSets/no-edge,sequential,0.1,0.9114837646484375,0.777685546875,0.9955667162698413,0.03149801587301587,0.8595719370440625,0.8735579788049099,0.90625,0.90625
DeepSets/no-edge,sequential,0.2,0.839874267578125,0.7015136718749999,0.9626619853670635,0.0910218253968254,0.6770900790036187,0.7096686429225971,0.625,0.59375
DeepSets/no-edge,sequential,0.4,0.7542724609375,0.5599609375,0.8873620411706349,0.1722470238095238,0.42604288607190294,0.4688520327609714,0.234375,0.203125
DeepSets/no-edge,sequential,0.6,0.6448822021484375,0.47211914062500004,0.6554943266369048,0.39099702380952384,0.21145181873709806,0.26267904171267153,0.015625,0.015625
DeepSets/no-edge,lod2_to_lod1,1.0,0.5348968505859375,0.40625,0.3378324962797619,0.6090029761904762,0.10432333206112482,0.3528480015553056,0.0,0.0
DeepSets/no-edge,hierarchy_flatten,0.2,0.9363250732421875,0.827587890625,0.9995814732142857,0.012524801587301588,0.820156847567799,0.9218417108998564,0.921875,0.921875
DeepSets/no-edge,hierarchy_flatten,0.4,0.8822021484375,0.77861328125,0.98876953125,0.046999007936507936,0.6394001175014663,0.8526878106249899,0.828125,0.828125
DeepSets/no-edge,hierarchy_flatten,0.6,0.8222503662109375,0.685498046875,0.9688081287202381,0.09325396825396826,0.4649232145596585,0.7815182427190469,0.53125,0.53125
DeepSets/no-edge,hierarchy_flatten,0.8,0.74627685546875,0.6234863281249999,0.9018089657738095,0.15600198412698413,0.28416648449332577,0.7045552410043592,0.078125,0.078125
DeepSets/no-edge,hierarchy_flatten,1.0,0.555267333984375,0.40629882812499996,0.40869528149801587,0.5541914682539683,0.10432333206112482,0.6240324313823493,0.0,0.0
DeepSets/no-edge,relation_delete,0.2,0.9385986328125,0.84970703125,0.9963146391369048,0.015500992063492064,0.820156847567799,0.9247790880487524,0.953125,0.953125
DeepSets/no-edge,relation_delete,0.4,0.888519287109375,0.76298828125,0.9917999751984127,0.046999007936507936,0.6394001175014663,0.8465056205414287,0.859375,0.84375
DeepSets/no-edge,relation_delete,0.6,0.8311920166015625,0.6513671875,0.9678083147321429,0.07874503968253968,0.4649232145596585,0.7796473833961342,0.578125,0.546875
DeepSets/no-edge,relation_delete,0.8,0.73492431640625,0.538427734375,0.8612583705357143,0.18998015873015872,0.28416648449332577,0.6991408307007169,0.15625,0.15625
DeepSets/no-edge,relation_delete,1.0,0.555267333984375,0.40629882812499996,0.40869528149801587,0.5541914682539683,0.10432333206112482,0.6240324313823493,0.0,0.0
DeepSets/no-edge,semantic_relabel,0.1,0.765289306640625,0.5990722656249999,0.8841339595734127,0.21899801587301587,1.0,1.0,0.296875,0.296875
DeepSets/no-edge,semantic_relabel,0.2,0.7160797119140625,0.5459472656250001,0.7987312437996031,0.3117559523809524,1.0,1.0,0.21875,0.21875
DeepSets/no-edge,semantic_relabel,0.4,0.6690216064453125,0.499853515625,0.6769050719246031,0.4182787698412699,1.0,1.0,0.1875,0.1875
DeepSets/no-edge,semantic_relabel,0.6,0.642486572265625,0.48154296875,0.5949048239087301,0.48623511904761907,1.0,1.0,0.171875,0.171875
DeepSets/no-edge,semantic_relabel,0.8,0.6222686767578125,0.45224609375,0.548095703125,0.5172371031746033,1.0,1.0,0.078125,0.078125
DeepSets/no-edge,spatial_crop,0.1,0.899505615234375,0.71640625,0.9791550409226191,0.07601686507936509,0.8662131104953742,0.8760291053938052,0.875,0.875
DeepSets/no-edge,spatial_crop,0.2,0.8382568359375,0.6576660156249999,0.9529002356150794,0.12202380952380952,0.7483020882274379,0.7562618214454362,0.640625,0.640625
DeepSets/no-edge,spatial_crop,0.4,0.770294189453125,0.553173828125,0.8828280009920635,0.2017609126984127,0.628249458773541,0.6360402589422275,0.375,0.359375
DeepSets/no-edge,spatial_crop,0.6,0.686370849609375,0.509423828125,0.7528056795634921,0.32068452380952384,0.37946461693197847,0.3928530803880419,0.078125,0.0625
DeepSets/no-edge,spatial_crop,0.8,0.6452484130859375,0.5037109375,0.6618768601190477,0.4079861111111111,0.25745211516345107,0.27343028645661027,0.0,0.0
DeepSets/no-edge,building_add,0.1,0.645477294921875,0.519384765625,0.6661473834325397,0.37351190476190477,1.112753954620896,1.1092552110722274,0.0625,0.0625
DeepSets/no-edge,building_add,0.2,0.535430908203125,0.4412109375,0.3130890376984127,0.6395089285714286,1.235146569154337,1.2428552629054674,0.015625,0.015625
DeepSets/no-edge,building_add,0.4,0.5072479248046875,0.42236328125,0.22366381448412698,0.71875,1.3529594738454802,1.359155305628676,0.015625,0.015625
DeepSets/no-edge,building_add,0.6,0.4954833984375,0.434716796875,0.18275282118055555,0.7514880952380952,1.602744880364446,1.6127284781324402,0.0,0.0
DeepSets/no-edge,building_add,0.8,0.493438720703125,0.42109375,0.1786566840277778,0.7647569444444444,1.7384664096254105,1.7416370629509252,0.0,0.0
DeepSets/no-edge,id_rename,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,object_reorder,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_unit,0.001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,coordinate_unit,1000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
DeepSets/no-edge,cityjson_roundtrip,1.0,0.700958251953125,0.5259765625,0.7652374751984127,0.32626488095238093,2.9233608419256907,0.7519351372353013,0.171875,0.15625
